duration,num_trips,utilization,propagated_delay,propagated_delay_err,trip_distance,deadhead_distance
0.8666667938232422,1,1.0,0.0,0.0,21.121,0.0
3.883333206176758,4,0.8712446309771438,0.5550604143970547,0.22044346338828213,82.47999999999999,0.0014259021565036771
2.9166669845581055,3,0.8799998822893543,0.270426853618351,0.13683286390161056,62.36099999999999,0.0014259021565036771
2.433333396911621,3,0.5753426858734056,0.0,0.0,36.881,0.0005113043718423191
2.183333396911621,4,0.6641220307059825,0.0007986702427919978,0.003879429068831308,50.253,0.0011776009036354178
0.8833332061767578,1,1.0,0.0,0.0,21.121,0.0
2.8333330154418945,3,0.9117643593916455,0.2256523237693233,0.12000681135545954,63.238,0.0007365269044748857
3.666666030883789,4,0.8318181179771628,0.2154394031710078,0.16305744931037772,79.44800000000001,0.0029686270697493458
2.683333396911621,3,0.6521742529975878,0.05708798190852758,0.05146712082459916,49.366,0.0014259021565036771
3.433333396911621,4,0.5388350525858786,0.06295262910677044,0.03369948103161078,61.739000000000004,0.1311755412289252
